Krishna,"Aana Sai Bhagawaan Hamare Kirtan Mey 
Aap Bhi Aana Sang Radha Ko Bhi Laana 
Aakar Raas Rachana Hamare Kirtan Me 
Aap Bhi Aana Sang Gvalon Ko Bhi Lana 
Aakar Maakhan Khana Hamare Kirtan Me 
Aap Bhi Aana Sang Arjun Ko Bhi Lana 
Aakar Gyan Sikhana Hamare Kirtan Me 
Aap Bhi Aana Sang Meera Ko Bhi Lana 
Aakar Bhakthi Sikhana Hamare Kirtan Me","Please come Lord Sai, in our prayers; And bring Radha along with You when You come;
Please make our prayers exhilatarting; And bring the village boys (gvalon) with You when You come; 
Please eat butter from our prayers; And bring Arjun with You when You come; 
Please teach us to get wisdom from our prayers; And bring Meera with You when You come; 
Please teach us devotion through our prayers",,,
Krishna,"Aanand Sey Gaav Paramaanand Sey Gaav 
Sachidananda Sai Hari Guna Gaav 
Aanand Sey Gaavo Mangala Naam 
Madhura Bhaav Sey Gaavo Hari Naam 
Madhura Bhaav Sey Gaavo Sai Naam 
Bhaktha Jano Mil Kaho Prem Sey 
Bhakthaadheeshwara Sai Hari Naam 
Parthi Maheshwara Sai Hari Naam","Sing with joy! Sing with rapture! Sing the divine attributes
of our Lord Sai. With a blissful mind, sing that auspicious Name. 
Sing with a mellow feeling of tenderness mingled with devotion. 
Get together with fellow devotees and chant with love that Divine Name of our Lord Sai Baba.",,,
Krishna,"Aananda Madhava Jai Sai Ram 
Jai Jai Ram Raaja Ram 
Paramaananda Jai Sai Ram 
Parthipureeshwara Jaanaki Ram","Chant the name of Lord King Sai Ram of Parthipuri, Who is
embodiment of joy and bliss. Victory to Lord Rama, Lord of Janaki.",,,
Krishna,"Aananda Maya Bhagawaan Hey Prema Maya Bhagawaan 
Hey Bhagawaan Sathya Sai Bhagawaan 
Hey Karuna Nidhey Prabhu Sai Ram 
Krupa Nidhey Deeno Key Pran 
Lelo Mujhey Prabhu Charan Lagalo 
Mujhey Daya Karo Bhagawaan 
Mujhey Krupa Karo Bhagawaan","O Blissful and loving Lord Sathya Sai! O Bestower of Mercy and
Grace on afflicted and poor ones! Kindly accept me at Thy Lotus 
Feet. O Lord! Kindly shower mercy and grace on me.",,,
Krishna,"Aanandamey Sai Naamamey 
Aanandamey Sai Geethamey 
Akhandamey Jyothirmayamey 
Sundaramey Sai Roopamey","There is happiness in reciting Lord Sai's name. It is
thrilling to sing His glory. Your Form is infinite, effulgent and brilliant.",,,
Krishna,"Aarati Shree Sai Guruvaraki 
Paramananda Sada Guruvaraki 
Satchidaananda Sai Guruvaraki 
Ramakrishna Shiva Sai Roopa Mey 
Allah Eeshwara Yesu Roopa Mey 
Guruvaraki Sai Guruvaraki 
Shiradi Roopa Me Parthi Roopa Mey 
Guruvaraki Sai Guruvaraki 
Jai Bolo Sai Guruvaraki 
Guruvaraki Sai Guruvaraki","Arati (camphor flame) to our (beloved) Sai, the Teacher;
Ever in Bliss and also in a state of Satchidananda (existence, 
knowledge and Bliss); Rama, Krishna are all forms of Sai; 
Allah, Eeshwara, Jesus are all Your forms; You are Shirdi Sai and Parthi Sai; 
Victory to Thee, Oh my beloved Teacher",,,
Krishna,"Aavo Aavo Antharyaami 
Aadi Narayana Sai Narayana 
Hrudaya Vihaari Hey Giridhari 
Hari Hari Shree Hari Sai Muraari","Welcome O! Indweller of our hearts, Lord Sai Narayana! Sai
Krishna! Our heart is Thy playground and Thou art the destroyer of our sins and ignorance.",,,
Krishna,"Aavo Aavo Hey Bhagawaan 
Sarva Jeevan Ke Karo Kalyaan 
Aavo Aavo Hey Bhagawaan, 
Thum Ho Param Krupa Ke Sagar 
Thum Ho Guna Mandir Natnaagar, 
Thum Ho Sathya Sanaatan Swami 
Ghat Ghat Vyapi Antharyami","Welcome, Welcome Lord! Kindly bestow auspiciousness and
prosperity on all beings. O Ocean of extreme Grace! O Treasure 
of Supreme Virtues! O Omnipresent Indweller of Hearts! O Lord 
Sai (Swami)! Thou art infinite Truth.",,,
Krishna,"Aavo Aavo Sai Ghanashyaama 
Parthi Nandan Radhey Shyaama 
Aavo Aavo Sai Ghanashyaama 
Brindavana Ghanashyaama Govinda 
Bhaktha Manohara Mukharavinda 
Hey Giridhari Sai Murari","Welcome O Lord Sai Ghanashyaama of Parthi! O Lord Govinda!
Moving about in 'Vrindavan' garden. Thou art enchanting and 
pleasing to look at. Chant the name of Lord Giridhari and Lord Sai Murari.",,,
Krishna,"Aavo Aavo Sai Pyaarey 
Keertan Karoo Mey Sai Thumaarey 
Thum Ho Merey Nayanon Key Thaarey 
Darshana Do Jeevan Key Sahaarey","Welcome O Beloved Sai! I sing glory to Thee O Supreme Lord!
Thou art the support of my life and shining star of my eyes.",,,
Krishna,"Aavo Aavo Sainaatha 
Aavo Aavo Hey Jagannatha 
Aavo Aavo Sainaatha 
Darshan Ke Liye Tharaa Rahe Hein 
Nayan Hamaare O Sai 
Darsha Dikhaao Dayaa Key Sagar 
Aavo Shankar Hey Parameshwar 
Aavo Aavo Sainaatha (2) 
Aavo Aavo Hey Jagannatha","Come, come Lord Sai; come, come Lord of the Universe;
Come, come Lord Sai; our eyses are pining for Your divine vision; 
Please grant us Your Vision, Oh Lord of Mercy! 
Come Shankara (Shiva), Hey Parameshwara (the supreme God Shiva",,,
Krishna,"Aavo Aavo Swaami Prabhu Aavo Aavo Swaami 
Hruday Mandira Mey Aavo Swaami .... Aavo Aavo 
Darshana Sey Sab Paap Vinaashaka 
Sharanaagata Ke Bhava Bandha Vimochana 
Bhava Bandha Vimochana 
Prema Swaroopa Aavo, 
Prabhu Prema Swaroopa Aavo Sai ... Aavo Aavo..","Welcome O Lord Bhagawaan Shree Sathya Sai Baba! Welcome, O
Indweller in the Temple of my heart! Kindly destroy sins, fear 
and the bondage of birth and death by manifesting Thy Love form.",,,
Krishna,"Aavo Hey Bhagawaan Aavo Hey Bhagawaan 
Sathya Sai Bhagawaan, Shirdi Sai Bhagawaan 
Aavo Hey Bhagawaan, Rama Sai Bhagawaan 
Krishna Sai Bhagawaan, Shiva Sai Bhagawaan 
Aavo Premaswaroopa Hey Bhagawaan 
Aavo Gnanaswaroopa Hey Bhagawaan 
Aavo Jyothiswaroopa Hey Bhagawaan 
Aavo Aanandaswaroopa Hey Bhagawaan 
Aavo Hey Bhagawaan, Aavo Hey Bhagawaan 
Aavo Seetha Sahaayaka Hey Bhagawaan 
Aavo Thriguna Dhaaraka Hey Bhagawaan 
Aavo Hrudaya Ranjana Hey Bhagawaan 
Aavo Omkaara Priya Hey Bhagawaan","Welcome, Welcome, O Lord Sathya Sai Baba! Thou art the
Incarnation of Shirdi Baba, Rama, Krishna and Shiva and 
controller of three gunas (Satva, Rajas and Tamas) and delighter 
of hearts. Thy form is Love, Knowledge, Light, Bliss and Om.",,,
Krishna,"Aavo Prabhu Aavo Sai Bhagawaan 
Sathya Sai Bhagawaan 
Sathya Dharma Shanthi Prema Pradaatha 
Nithya Nirmal Jeevan Daatha 
Jagotoddharan Bhava Dukha Haaran 
Aavo Narayan Bhaktonke Praan","Come Lord, Come Lord Sai, Lord Sathya Sai; grantor of Truth,
Righteousness, Peace and Pure Love; Upholder of the world, 
destroyer of feelings of sorrow; Come Lord, Life Force of Your devotees",,,
Krishna,"Aavo Pyarey Nayana Hamaarey Sai Hamaarey Aavo 
Thum Bina Koi Nahee Rakhawaley 
Thum Bin Kon Sahaarey 
Thum Bina Kon Sahaarey Baba Aavo Sai Pyarey","Welcome, Welcome! O Lord Sai! Thou art my eyes (means without
Thee I am blind and ignorant). Without Thee, there is no one to protect and grant me support.",,,
Krishna,"Aavo Sai Narayana Darshana Deejo 
Thum Ho Jagada Vidhaata (2x) 
Thumhi Ho Brahma Thumhi Ho Vishnu 
Thumhi Ho Shankara Roopa (2x) 
Thumhi Ho Rama, Thumhi Ho Krishna 
Thumhi Ho Viswa Vidhata (2x)","Come Lord Sai, give us your dharshan; You are the ruler and
creator of this Universe; You are the Lord of all; You are 
Brahma, You are Vishnu; You are the embodiment of Shiva.",,,
Krishna,"Akhanda Jyothi Jalaavo Sai Mana Mandir Mey 
Akhanda Jyothi Jalaavo 
Koti Soorya Sama Theja Swaroopa 
Sai Thum Ho Divya Swaroopa 
Akhanda Jyothi Jalaavo, Akhanda Jyothi Jalaavo 
Divya Jyothi Jnana Jyothi 
Prema Jyothi Jalaavo, Akhanda Jyothi Jalaavo","Sai Baba, illumine my mind. Light up in the temple of my mind
a flame (of knowledge) that will glow continuously. You, my Lord, 
have the effulgence of ten million suns. Make my mind aglow with 
the flame of divinity, flame of knowledge and the flame of love, 
and make it glow for ever and ever.",,,
Krishna,"Akhanda Mandalakaar Mey Ek Prabhu Hey Aneka Naam 
Koi Kahey Buddha Koi Kahey Eeshwar (2) 
Koi Kahey Allah Koi Krishna (2) 
Akhanda Mandalakaar Mey Ek Prabhu Hey Aneka Naam (2) 
Koi Pukaare Yesu Krista Koi Pukaare Guru Nanak (2) 
Aur Koi Pukaare Sathya Sai Ram (2) 
Dekh Samajhlo Hatha Yogi 
Jo Bhee Naam Sey Thoo Pukaare 
Prabhu Therey Pukaar Sunega Zaroor","Lord pervading the unending Universe is only One
although with different names. Some call Him Buddha; some call 
Him Eshwar; some call Him Krishna; some call Him Allah; Some call Him Christ; 
some call Him Guru Nanak; and some call Him Sathya Sai Ram. Understand that 
by whichever name you call Him, He will definitely hear you).",,,
Krishna,"Alakha Niranjan Sai Ram 
Bhava Bhaya Bhanjana Devaki Nandan 
Yadu Nandana Ghanashyaama","Chant the name of Lord Sai Ram, embodiment of purity, son of
Devaki, destroyer of fear of cycle of birth and death - Lord Ghanashyaama.",,,
Krishna,"Allah Bhajo Maula Bhajo Hey Allah Sai Bhagawaan 
Rama Bhajo Hey Krishna Bhajo Hey Ram Krishna Bhagawaan 
Nanak Bhajo Gautham Bhajo Hey Buddha Sai Bhagawaan 
Isu Bhajo Zoraastra Bhajo Hey Mahavir Bhagawaan 
Sai Bhajo Shirdi Sai Bhajo Hey Shirdi Sai Bhagawaan 
Sathya Sai Bhajo Sathya Sai Bhajo Hey Sathya Sai Bhagawaan","Worship Allah, Sathya Sai, Rama, Krishna, Nanak, Buddha, Zorastra, Mahavir and Shirdi Sai.",,,
